doyfrac,doy,timefrac,site,chl_rfu,chl,cond,nLF cond,odo_sat,odo_satlocal,odo,salinity,spcond,pc_rfu,pc,tds,wiper,ph,ph_mv,temp,battery,cablepower
190.79,190,0.79,Green Valley 2019 - Site 5408,0.56,15.44,190,177.7,152.6,152.6,11.89,0.08,178.9,7.76,10.32,116,1.201,10.56,-275.8,28.229,2.55,1.7
190.8,190,0.8,Green Valley 2019 - Site 5409,0.56,15.44,189.4,177.2,152.8,152.8,11.91,0.08,178.4,7.44,9.99,116,1.197,10.55,-275.4,28.219,2.54,1.7
190.81,190,0.81,Green Valley 2019 - Site 5410,0.57,15.48,190,177.8,153.1,153.1,11.94,0.08,179,7.48,10.04,116,1.193,10.57,-276,28.21,2.55,1.7
190.82,190,0.82,Green Valley 2019 - Site 5411,0.59,15.54,188.5,176.6,153.3,153.3,11.96,0.08,177.7,6.86,9.42,116,1.198,10.56,-275.4,28.181,2.54,1.7
190.83,190,0.83,Green Valley 2019 - Site 5412,0.59,15.56,190.8,178.6,153.6,153.6,11.98,0.08,179.8,7.21,9.76,117,1.202,10.61,-279,28.194,2.55,1.7
190.84,190,0.84,Green Valley 2019 - Site 5413,0.68,15.93,193.8,181.3,154.1,154.1,12.01,0.08,182.6,8.42,10.97,119,1.208,10.69,-283.6,28.222,2.54,1.7
190.85,190,0.85,Green Valley 2019 - Site 5414,0.66,15.83,195.3,182.8,154.5,154.5,12.04,0.09,184,7.43,9.98,120,1.201,10.71,-285.1,28.21,2.55,1.7
190.86,190,0.86,Green Valley 2019 - Site 5415,0.69,15.97,193.7,181.4,154.8,154.8,12.07,0.08,182.6,7.98,10.54,119,1.194,10.7,-284.5,28.197,2.54,1.7
190.88,190,0.88,Green Valley 2019 - Site 5416,0.67,15.88,195.2,182.8,154.9,154.9,12.08,0.09,184,8.04,10.6,120,1.197,10.74,-286.5,28.189,2.55,1.7
190.89,190,0.89,Green Valley 2019 - Site 5417,0.71,16.05,193.5,181.3,155.2,155.2,12.11,0.08,182.5,8.08,10.63,119,1.204,10.71,-284.8,28.162,2.54,1.7
190.9,190,0.9,Green Valley 2019 - Site 5418,0.66,15.84,192.7,180.7,155.3,155.3,12.12,0.08,181.8,7.48,10.04,118,1.212,10.71,-284.7,28.132,2.55,1.7
190.91,190,0.91,Green Valley 2019 - Site 5419,0.77,16.26,192.1,180.2,155.3,155.3,12.13,0.08,181.4,8.13,10.69,118,1.206,10.69,-283.8,28.09,2.54,1.7
190.92,190,0.92,Green Valley 2019 - Site 5420,0.74,16.16,189.7,178.1,155.3,155.3,12.14,0.08,179.3,7.9,10.46,117,1.198,10.66,-282,28.059,2.55,1.7
190.93,190,0.93,Green Valley 2019 - Site 5421,0.76,16.24,189.8,178.2,155.2,155.2,12.14,0.08,179.4,7.5,10.05,117,1.197,10.67,-282.3,28.035,2.54,1.7
190.94,190,0.94,Green Valley 2019 - Site 5422,0.79,16.35,188.5,177.2,155.2,155.2,12.14,0.08,178.3,8.87,11.42,116,1.2,10.65,-281.2,27.998,2.54,1.7
190.95,190,0.95,Green Valley 2019 - Site 5423,0.77,16.29,186.8,175.7,155.1,155.1,12.14,0.08,176.7,9.66,12.21,115,1.203,10.63,-279.8,27.968,2.54,1.7
190.96,190,0.96,Green Valley 2019 - Site 5424,0.76,16.23,186.1,175.1,154.9,154.9,12.13,0.08,176.2,7.96,10.52,115,1.206,10.62,-279.2,27.952,2.54,1.7
190.97,190,0.97,Green Valley 2019 - Site 5425,0.75,16.19,185.9,175.1,154.7,154.7,12.12,0.08,176.1,8.93,11.49,114,1.209,10.62,-279.1,27.915,2.54,1.7
190.98,190,0.98,Green Valley 2019 - Site 5426,0.81,16.42,185.8,175,154.6,154.6,12.12,0.08,176,8.41,10.96,114,1.201,10.63,-279.5,27.903,2.55,1.7
190.99,190,0.99,Green Valley 2019 - Site 5427,0.85,16.59,184.1,173.5,154.3,154.3,12.1,0.08,174.5,8.59,11.15,113,1.197,10.6,-277.8,27.873,2.54,1.7
191,191,0,Green Valley 2019 - Site 5428,0.86,16.63,183,172.6,154.1,154.1,12.09,0.08,173.6,9.54,12.1,113,1.201,10.58,-276.9,27.848,2.55,1.7
191.01,191,0.01,Green Valley 2019 - Site 5429,0.79,16.34,182.9,172.5,153.9,153.9,12.08,0.08,173.5,9.05,11.61,113,1.207,10.59,-277,27.831,2.54,1.7
191.02,191,0.02,Green Valley 2019 - Site 5430,0.83,16.49,182.7,172.5,153.6,153.6,12.07,0.08,173.5,9.63,12.19,113,1.208,10.59,-277,27.787,2.54,1.7
191.03,191,0.03,Green Valley 2019 - Site 5431,0.89,16.76,182.3,172.1,153.4,153.4,12.05,0.08,173.1,10.59,13.14,113,1.209,10.58,-276.8,27.78,2.54,1.7
191.04,191,0.04,Green Valley 2019 - Site 5432,0.89,16.75,181.9,171.8,153,153,12.03,0.08,172.8,11.76,14.32,112,1.211,10.59,-277,27.746,2.54,1.7
191.05,191,0.05,Green Valley 2019 - Site 5433,0.91,16.84,182.3,172.3,152.9,152.9,12.02,0.08,173.2,11.83,14.38,113,1.201,10.6,-277.5,27.74,2.54,1.7
191.06,191,0.06,Green Valley 2019 - Site 5434,0.92,16.88,181.8,171.9,152.8,152.8,12.02,0.08,172.8,10.59,13.15,112,1.194,10.59,-277.4,27.707,2.54,1.7
191.07,191,0.07,Green Valley 2019 - Site 5435,0.88,16.72,181.4,171.5,152.6,152.6,12,0.08,172.5,10.64,13.19,112,1.197,10.59,-277,27.696,2.54,1.7
191.08,191,0.08,Green Valley 2019 - Site 5436,0.95,16.99,181.2,171.4,152.4,152.4,11.99,0.08,172.3,11.7,14.25,112,1.203,10.59,-277.1,27.688,2.55,1.7
191.09,191,0.09,Green Valley 2019 - Site 5437,0.99,17.17,180.8,171.1,152.1,152.1,11.97,0.08,172.1,11.29,13.85,112,1.208,10.58,-276.6,27.668,2.54,1.7
191.1,191,0.1,Green Valley 2019 - Site 5438,0.95,17,180.1,170.4,151.8,151.8,11.95,0.08,171.3,9.41,11.97,111,1.211,10.57,-276.1,27.662,2.54,1.7
191.11,191,0.11,Green Valley 2019 - Site 5439,0.94,16.96,180.2,170.6,151.7,151.7,11.94,0.08,171.5,10.66,13.21,111,1.201,10.58,-276.5,27.647,2.54,1.7
191.13,191,0.13,Green Valley 2019 - Site 5440,0.95,17,179.5,170,151.5,151.5,11.93,0.08,170.9,11.81,14.37,111,1.198,10.57,-275.7,27.616,2.54,1.7
191.14,191,0.14,Green Valley 2019 - Site 5441,1.02,17.25,179.2,169.8,151.2,151.2,11.91,0.08,170.7,12.11,14.67,111,1.194,10.56,-275.5,27.608,2.54,1.7
191.15,191,0.15,Green Valley 2019 - Site 5442,0.93,16.91,179,169.7,150.9,150.9,11.9,0.08,170.6,11.06,13.61,111,1.196,10.56,-275,27.582,2.54,1.7
191.16,191,0.16,Green Valley 2019 - Site 5443,0.97,17.06,178.5,169.3,150.7,150.7,11.88,0.08,170.2,11.56,14.11,111,1.205,10.55,-274.8,27.574,2.54,1.7
191.17,191,0.17,Green Valley 2019 - Site 5444,0.99,17.17,178.1,169,150.5,150.5,11.88,0.08,169.9,11.67,14.23,110,1.21,10.55,-274.6,27.54,2.54,1.7
191.18,191,0.18,Green Valley 2019 - Site 5445,0.93,16.92,178.1,169,150.3,150.3,11.86,0.08,169.9,10.26,12.81,110,1.203,10.55,-274.4,27.527,2.54,1.7
191.19,191,0.19,Green Valley 2019 - Site 5446,1.03,17.3,177.5,168.5,150,150,11.84,0.08,169.4,12.51,15.06,110,1.2,10.53,-273.5,27.505,2.54,1.7
191.2,191,0.2,Green Valley 2019 - Site 5447,0.91,16.82,177.4,168.6,149.7,149.7,11.83,0.08,169.4,11.54,14.09,110,1.197,10.54,-273.7,27.476,2.54,1.7
191.21,191,0.21,Green Valley 2019 - Site 5448,0.84,16.57,176.9,168.1,149.6,149.6,11.82,0.08,169,9.9,12.46,110,1.194,10.52,-272.7,27.458,2.54,1.7
191.22,191,0.22,Green Valley 2019 - Site 5449,0.82,16.48,177,168.3,149.4,149.4,11.81,0.08,169.1,10.13,12.69,110,1.2,10.52,-272.5,27.433,2.54,1.7
191.23,191,0.23,Green Valley 2019 - Site 5450,0.82,16.47,176.7,168,149.2,149.2,11.79,0.08,168.8,9.95,12.51,110,1.21,10.51,-271.8,27.42,2.54,1.7
191.24,191,0.24,Green Valley 2019 - Site 5451,0.86,16.61,176.5,168,149.1,149.1,11.79,0.08,168.8,9.18,11.73,110,1.204,10.51,-272,27.389,2.54,1.7
191.25,191,0.25,Green Valley 2019 - Site 5452,0.84,16.57,176.2,167.7,148.9,148.9,11.78,0.08,168.5,9.46,12.01,110,1.2,10.51,-271.8,27.393,2.54,1.7
191.26,191,0.26,Green Valley 2019 - Site 5453,0.82,16.45,176.1,167.7,148.7,148.7,11.77,0.08,168.5,9.27,11.83,110,1.194,10.49,-271.1,27.371,2.54,1.7
191.27,191,0.27,Green Valley 2019 - Site 5454,0.82,16.48,175.9,167.5,148.5,148.5,11.75,0.08,168.3,10.91,13.47,109,1.193,10.5,-271.1,27.354,2.54,1.7
191.28,191,0.28,Green Valley 2019 - Site 5455,0.83,16.5,175.6,167.3,148.3,148.3,11.74,0.08,168.1,9.36,11.92,109,1.206,10.48,-270,27.349,2.54,1.7
191.29,191,0.29,Green Valley 2019 - Site 5456,0.81,16.43,175.7,167.4,148.2,148.2,11.73,0.08,168.2,9.94,12.5,109,1.203,10.43,-266.9,27.334,2.54,1.7
191.3,191,0.3,Green Valley 2019 - Site 5457,0.83,16.51,175.5,167.3,148,148,11.72,0.08,168.1,11.14,13.7,109,1.203,10.47,-269.8,27.322,2.54,1.7
191.31,191,0.31,Green Valley 2019 - Site 5458,0.77,16.29,175.7,167.5,148,148,11.72,0.08,168.3,9.59,12.15,109,1.204,10.43,-266.8,27.314,2.54,1.7
191.32,191,0.32,Green Valley 2019 - Site 5459,0.8,16.38,174.7,166.6,147.8,147.8,11.71,0.08,167.3,9.16,11.72,109,1.204,10.38,-263.9,27.301,2.54,1.7
191.33,191,0.33,Green Valley 2019 - Site 5460,0.77,16.26,174.5,166.5,147.5,147.5,11.69,0.08,167.3,8.83,11.39,109,1.207,10.37,-263.2,27.269,2.54,1.7
191.34,191,0.34,Green Valley 2019 - Site 5461,0.72,16.08,174.6,166.7,147.3,147.3,11.68,0.08,167.5,8.77,11.32,109,1.206,10.41,-265.9,27.238,2.54,1.7
191.35,191,0.35,Green Valley 2019 - Site 5462,0.76,16.23,174.6,166.7,147.3,147.3,11.69,0.08,167.5,8.99,11.55,109,1.206,10.44,-267.7,27.226,2.54,1.7
191.36,191,0.36,Green Valley 2019 - Site 5463,0.77,16.29,174,166.2,147.1,147.1,11.68,0.08,167,7.2,9.75,109,1.207,10.45,-267.9,27.213,2.54,1.7
191.38,191,0.38,Green Valley 2019 - Site 5464,0.82,16.48,174.1,166.4,146.9,146.9,11.66,0.08,167.1,10.12,12.68,109,1.207,10.46,-268.6,27.184,2.54,1.7
191.39,191,0.39,Green Valley 2019 - Site 5465,0.74,16.13,173.8,166.1,146.7,146.7,11.64,0.08,166.8,9.67,12.22,108,1.205,10.42,-266.6,27.192,2.54,1.7
191.4,191,0.4,Green Valley 2019 - Site 5466,0.72,16.09,173.9,166.2,146.6,146.6,11.65,0.08,166.9,9.11,11.67,109,1.204,10.37,-263.5,27.172,2.54,1.7
191.41,191,0.41,Green Valley 2019 - Site 5467,0.74,16.17,174.1,166.5,146.5,146.5,11.64,0.08,167.2,9.36,11.92,109,1.205,10.39,-264.3,27.152,2.54,1.7
191.42,191,0.42,Green Valley 2019 - Site 5468,0.78,16.31,173.9,166.3,146.4,146.4,11.63,0.08,167.1,9.58,12.13,109,1.207,10.38,-263.9,27.149,2.54,1.7
191.43,191,0.43,Green Valley 2019 - Site 5469,0.75,16.18,174,166.5,146.4,146.4,11.63,0.08,167.3,9.76,12.31,109,1.205,10.38,-263.5,27.118,2.54,1.7
191.44,191,0.44,Green Valley 2019 - Site 5470,0.78,16.32,174.1,166.7,146.4,146.4,11.64,0.08,167.4,9.87,12.42,109,1.206,10.38,-263.6,27.095,2.54,1.7
191.45,191,0.45,Green Valley 2019 - Site 5471,0.8,16.39,173.9,166.5,146.2,146.2,11.63,0.08,167.2,10.16,12.72,109,1.209,10.38,-263.9,27.09,2.54,1.7
191.46,191,0.46,Green Valley 2019 - Site 5472,0.72,16.06,174.5,167.1,146.2,146.2,11.63,0.08,167.8,9.76,12.31,109,1.209,10.39,-264.4,27.098,2.54,1.7
191.47,191,0.47,Green Valley 2019 - Site 5473,0.75,16.18,174.5,167.1,146.3,146.3,11.64,0.08,167.8,10,12.56,109,1.208,10.39,-264.2,27.093,2.54,1.7
191.48,191,0.48,Green Valley 2019 - Site 5474,0.73,16.11,174.8,167.3,146.4,146.4,11.63,0.08,168,9.69,12.24,109,1.21,10.4,-264.7,27.119,2.54,1.7
191.49,191,0.49,Green Valley 2019 - Site 5475,0.73,16.13,175.4,167.8,146.5,146.5,11.64,0.08,168.5,10.08,12.63,110,1.21,10.42,-266.1,27.146,2.54,1.7
191.5,191,0.5,Green Valley 2019 - Site 5476,0.72,16.07,177.5,169.4,147.1,147.1,11.66,0.08,170.2,10.34,12.89,111,1.212,10.46,-269,27.269,2.54,1.7
191.51,191,0.51,Green Valley 2019 - Site 5477,0.77,16.27,178.9,170.4,147.7,147.7,11.7,0.08,171.2,10.39,12.95,111,1.2,10.49,-270.7,27.335,2.54,1.7
191.52,191,0.52,Green Valley 2019 - Site 5478,0.79,16.35,179,170.5,148.1,148.1,11.73,0.08,171.3,10.92,13.48,111,1.194,10.49,-270.9,27.336,2.54,1.7
191.53,191,0.53,Green Valley 2019 - Site 5479,0.77,16.26,178.1,169.9,148,148,11.73,0.08,170.6,10.52,13.08,111,1.197,10.46,-268.7,27.284,2.54,1.7
191.54,191,0.54,Green Valley 2019 - Site 5480,0.78,16.3,178.4,170.1,148.1,148.1,11.73,0.08,170.9,10.46,13.02,111,1.206,10.48,-270,27.304,2.54,1.7
191.55,191,0.55,Green Valley 2019 - Site 5481,0.79,16.37,179.4,170.8,148.4,148.4,11.74,0.08,171.6,10.85,13.41,112,1.211,10.49,-270.8,27.376,2.53,1.7
191.56,191,0.56,Green Valley 2019 - Site 5482,0.8,16.38,180.4,171.6,148.8,148.8,11.76,0.08,172.4,10.87,13.43,112,1.201,10.51,-271.9,27.415,2.54,1.7
191.57,191,0.57,Green Valley 2019 - Site 5483,0.77,16.29,181.1,172.1,149.1,149.1,11.78,0.08,173,10.79,13.35,112,1.197,10.52,-272.4,27.435,2.54,1.7
191.58,191,0.58,Green Valley 2019 - Site 5484,0.76,16.24,182.1,172.9,149.5,149.5,11.8,0.08,173.8,9.69,12.24,113,1.201,10.54,-273.6,27.479,2.54,1.7
191.59,191,0.59,Green Valley 2019 - Site 5485,0.77,16.29,182.6,173.4,149.7,149.7,11.82,0.08,174.3,10,12.55,113,1.21,10.54,-274.1,27.489,2.54,1.7
191.6,191,0.6,Green Valley 2019 - Site 5486,0.71,16.03,183.7,174.4,150,150,11.83,0.08,175.3,9.12,11.68,114,1.212,10.56,-275.2,27.53,2.54,1.7
191.61,191,0.61,Green Valley 2019 - Site 5487,0.76,16.23,184.3,174.9,150.3,150.3,11.85,0.08,175.8,10.34,12.9,114,1.202,10.57,-275.7,27.546,2.54,1.7
191.63,191,0.63,Green Valley 2019 - Site 5488,0.78,16.3,184.6,175.1,150.5,150.5,11.87,0.08,176,10.61,13.17,114,1.194,10.57,-275.7,27.562,2.54,1.7
191.64,191,0.64,Green Valley 2019 - Site 5489,0.79,16.34,186.6,176.7,151.1,151.1,11.9,0.08,177.6,10.58,13.13,115,1.196,10.61,-278.1,27.63,2.54,1.7
191.65,191,0.65,Green Valley 2019 - Site 5490,0.8,16.39,187.4,177.4,151.4,151.4,11.92,0.08,178.3,10.49,13.05,116,1.2,10.6,-277.8,27.649,2.54,1.7
191.66,191,0.66,Green Valley 2019 - Site 5491,0.8,16.37,186.6,176.8,151.5,151.5,11.94,0.08,177.7,10.62,13.18,116,1.208,10.61,-278.6,27.622,2.54,1.7
191.67,191,0.67,Green Valley 2019 - Site 5492,0.78,16.33,188.3,178.2,151.8,151.8,11.95,0.08,179.2,10.3,12.85,116,1.2,10.64,-280.4,27.662,2.54,1.7
191.68,191,0.68,Green Valley 2019 - Site 5493,0.75,16.2,187.7,177.7,151.9,151.9,11.96,0.08,178.7,10.26,12.82,116,1.197,10.64,-280.3,27.638,2.54,1.7
191.69,191,0.69,Green Valley 2019 - Site 5494,0.78,16.32,187.3,177.4,151.9,151.9,11.97,0.08,178.3,10.33,12.88,116,1.195,10.64,-280.4,27.62,2.54,1.7
191.7,191,0.7,Green Valley 2019 - Site 5495,0.79,16.36,188.3,178.2,152.2,152.2,11.98,0.08,179.2,10.44,13,116,1.201,10.67,-282,27.654,2.54,1.7
191.71,191,0.71,Green Valley 2019 - Site 5496,0.8,16.4,188.8,178.7,152.3,152.3,11.99,0.08,179.7,10.43,12.98,117,1.211,10.66,-281.5,27.652,2.54,1.7
191.72,191,0.72,Green Valley 2019 - Site 5497,0.78,16.33,188.4,178.3,152.4,152.4,12,0.08,179.3,10.04,12.6,117,1.207,10.66,-281.5,27.644,2.54,1.7
191.73,191,0.73,Green Valley 2019 - Site 5498,0.78,16.3,188.7,178.7,152.4,152.4,12,0.08,179.7,10.11,12.67,117,1.198,10.67,-281.9,27.623,2.54,1.7
191.74,191,0.74,Green Valley 2019 - Site 5499,0.78,16.32,189.2,179.1,152.5,152.5,12.01,0.08,180.1,9.99,12.55,117,1.194,10.68,-282.5,27.633,2.54,1.7
191.75,191,0.75,Green Valley 2019 - Site 5500,0.78,16.32,189.2,179.4,152.5,152.5,12.02,0.08,180.3,9.99,12.55,117,1.197,10.68,-282.4,27.586,2.54,1.7
191.76,191,0.76,Green Valley 2019 - Site 5501,0.78,16.29,189.7,179.8,152.6,152.6,12.03,0.08,180.7,10.21,12.77,117,1.201,10.69,-283.5,27.601,2.54,1.7
191.77,191,0.77,Green Valley 2019 - Site 5502,0.76,16.23,188.5,178.7,152.5,152.5,12.03,0.08,179.7,9.94,12.5,117,1.206,10.68,-282.6,27.561,2.54,1.7
191.78,191,0.78,Green Valley 2019 - Site 5503,0.8,16.41,187.6,178.1,152.4,152.4,12.03,0.08,179,9.71,12.27,116,1.201,10.67,-282.1,27.524,2.53,1.7
191.79,191,0.79,Green Valley 2019 - Site 5504,0.77,16.29,187.6,178.2,152.3,152.3,12.03,0.08,179.1,9.98,12.54,116,1.199,10.68,-282.2,27.476,2.54,1.7
191.8,191,0.8,Green Valley 2019 - Site 5505,0.78,16.3,186.4,177.2,152.1,152.1,12.02,0.08,178.1,9.64,12.19,116,1.196,10.66,-281.2,27.449,2.54,1.7
191.81,191,0.81,Green Valley 2019 - Site 5506,0.79,16.34,186.2,177.1,151.9,151.9,12.02,0.08,178,10.01,12.56,116,1.194,10.66,-281.3,27.399,2.54,1.7
191.82,191,0.82,Green Valley 2019 - Site 5507,0.81,16.44,185.4,176.5,151.8,151.8,12.01,0.08,177.4,9.64,12.19,115,1.193,10.65,-280.9,27.382,2.54,1.7
191.83,191,0.83,Green Valley 2019 - Site 5508,0.79,16.34,184.5,175.8,151.6,151.6,12,0.08,176.6,9.71,12.27,115,1.198,10.65,-280.3,27.339,2.54,1.7
191.84,191,0.84,Green Valley 2019 - Site 5509,0.78,16.32,184,175.4,151.4,151.4,12,0.08,176.2,9.47,12.03,115,1.209,10.64,-280,27.306,2.54,1.7
191.85,191,0.85,Green Valley 2019 - Site 5510,0.8,16.41,183.2,174.8,151.1,151.1,11.98,0.08,175.6,9.42,11.97,114,1.202,10.64,-280.2,27.271,2.54,1.7
191.86,191,0.86,Green Valley 2019 - Site 5511,0.84,16.57,182.7,174.4,151,151,11.97,0.08,175.2,9.5,12.05,114,1.201,10.65,-280.4,27.258,2.53,1.7
191.88,191,0.88,Green Valley 2019 - Site 5512,0.82,16.46,181.9,173.6,150.6,150.6,11.95,0.08,174.4,8.1,10.66,113,1.198,10.64,-280.1,27.23,2.54,1.7
191.89,191,0.89,Green Valley 2019 - Site 5513,0.86,16.64,181.5,173.4,150.5,150.5,11.94,0.08,174.2,9.59,12.15,113,1.195,10.64,-279.9,27.207,2.53,1.7
191.9,191,0.9,Green Valley 2019 - Site 5514,0.88,16.71,181,173,150.3,150.3,11.93,0.08,173.8,9.89,12.45,113,1.194,10.63,-279.5,27.177,2.54,1.7
191.91,191,0.91,Green Valley 2019 - Site 5515,0.9,16.81,180.7,172.7,150.1,150.1,11.92,0.08,173.5,10.35,12.91,113,1.196,10.64,-279.9,27.162,2.53,1.7
191.92,191,0.92,Green Valley 2019 - Site 5516,0.85,16.57,180.3,172.5,149.9,149.9,11.91,0.08,173.2,9.72,12.28,113,1.208,10.64,-279.5,27.142,2.54,1.7
191.93,191,0.93,Green Valley 2019 - Site 5517,0.93,16.9,179.9,172.2,149.6,149.6,11.89,0.08,173,10.29,12.85,112,1.202,10.63,-279.1,27.097,2.54,1.7
191.94,191,0.94,Green Valley 2019 - Site 5518,0.84,16.55,179.7,172.1,149.5,149.5,11.89,0.08,172.8,9.69,12.25,112,1.2,10.63,-279,27.088,2.54,1.7
191.95,191,0.95,Green Valley 2019 - Site 5519,0.91,16.85,179.5,172,149.2,149.2,11.87,0.08,172.7,10.46,13.02,112,1.201,10.63,-279,27.061,2.53,1.7
191.96,191,0.96,Green Valley 2019 - Site 5520,0.86,16.64,179.7,172.1,149.3,149.3,11.87,0.08,172.8,10.17,12.73,112,1.201,10.62,-278.8,27.086,2.54,1.7
191.97,191,0.97,Green Valley 2019 - Site 5521,0.91,16.83,179.8,172.2,149.2,149.2,11.87,0.08,172.9,10.16,12.71,112,1.199,10.63,-279.1,27.09,2.53,1.7
191.98,191,0.98,Green Valley 2019 - Site 5522,0.84,16.55,179.6,172,149.1,149.1,11.86,0.08,172.7,9.7,12.25,112,1.2,10.62,-278.3,27.084,2.54,1.7
191.99,191,0.99,Green Valley 2019 - Site 5523,0.93,16.91,179.3,171.8,148.9,148.9,11.85,0.08,172.5,9.81,12.37,112,1.201,10.62,-278.4,27.063,2.53,1.7
192,192,0,Green Valley 2019 - Site 5524,0.9,16.79,179,171.5,148.8,148.8,11.84,0.08,172.2,10.14,12.7,112,1.201,10.61,-277.9,27.058,2.54,1.7
192.01,192,0.01,Green Valley 2019 - Site 5525,0.87,16.68,178.9,171.4,148.7,148.7,11.83,0.08,172.1,10.14,12.69,112,1.199,10.61,-277.7,27.062,2.53,1.7
192.02,192,0.02,Green Valley 2019 - Site 5526,0.84,16.56,178.6,171.2,148.6,148.6,11.83,0.08,171.9,9.52,12.07,112,1.197,10.6,-277.4,27.053,2.54,1.7
192.03,192,0.03,Green Valley 2019 - Site 5527,0.84,16.56,178.5,171.1,148.4,148.4,11.82,0.08,171.9,9.86,12.42,112,1.193,10.6,-277.3,27.022,2.53,1.7
192.04,192,0.04,Green Valley 2019 - Site 5528,0.82,16.46,178.3,171,148.2,148.2,11.8,0.08,171.7,9.92,12.47,112,1.193,10.61,-277.6,27.006,2.54,1.7
192.05,192,0.05,Green Valley 2019 - Site 5529,0.84,16.57,178.9,171.7,148.1,148.1,11.8,0.08,172.4,9.9,12.46,112,1.193,10.62,-278.2,26.989,2.53,1.7
192.06,192,0.06,Green Valley 2019 - Site 5530,0.9,16.79,178.8,171.6,148,148,11.79,0.08,172.3,10.3,12.86,112,1.199,10.62,-278.7,26.985,2.54,1.7
192.07,192,0.07,Green Valley 2019 - Site 5531,0.87,16.68,178.7,171.6,147.9,147.9,11.79,0.08,172.3,10.06,12.61,112,1.21,10.62,-278.7,26.957,2.53,1.7
192.08,192,0.08,Green Valley 2019 - Site 5532,0.84,16.54,178.6,171.5,147.8,147.8,11.78,0.08,172.2,9.82,12.37,112,1.202,10.62,-278.3,26.955,2.54,1.7
192.09,192,0.09,Green Valley 2019 - Site 5533,0.85,16.59,178.3,171.4,147.6,147.6,11.78,0.08,172,9.8,12.36,112,1.194,10.61,-277.6,26.911,2.53,1.7
192.1,192,0.1,Green Valley 2019 - Site 5534,0.86,16.63,178.1,171.2,147.5,147.5,11.77,0.08,171.9,9.97,12.53,112,1.197,10.6,-277,26.901,2.54,1.6
192.11,192,0.11,Green Valley 2019 - Site 5535,0.87,16.67,177.8,171.1,147.3,147.3,11.76,0.08,171.7,9.87,12.43,112,1.205,10.6,-277,26.861,2.53,1.7
192.13,192,0.13,Green Valley 2019 - Site 5536,0.85,16.59,177.5,170.9,147.1,147.1,11.76,0.08,171.5,10.04,12.59,111,1.209,10.59,-276.6,26.813,2.54,1.6
192.14,192,0.14,Green Valley 2019 - Site 5537,0.84,16.54,177.5,170.9,147,147,11.75,0.08,171.5,9.89,12.45,111,1.201,10.6,-277,26.821,2.53,1.6
192.15,192,0.15,Green Valley 2019 - Site 5538,0.83,16.5,177.2,170.7,146.9,146.9,11.74,0.08,171.3,9.91,12.47,111,1.196,10.59,-276.4,26.818,2.53,1.6
192.16,192,0.16,Green Valley 2019 - Site 5539,0.84,16.57,177.3,170.8,146.8,146.8,11.73,0.08,171.4,9.88,12.43,111,1.199,10.6,-276.9,26.792,2.53,1.6
192.17,192,0.17,Green Valley 2019 - Site 5540,0.86,16.64,177.1,170.7,146.5,146.5,11.72,0.08,171.3,9.97,12.52,111,1.208,10.6,-277,26.768,2.54,1.6
192.18,192,0.18,Green Valley 2019 - Site 5541,0.87,16.66,176.7,170.4,146.4,146.4,11.72,0.08,171,9.99,12.55,111,1.201,10.59,-276.6,26.738,2.53,1.6
192.19,192,0.19,Green Valley 2019 - Site 5542,0.84,16.56,176.4,170.2,146.2,146.2,11.7,0.08,170.8,9.86,12.42,111,1.198,10.59,-276.6,26.724,2.53,1.7
192.2,192,0.2,Green Valley 2019 - Site 5543,0.85,16.57,176.3,170.2,146,146,11.69,0.08,170.8,9.85,12.41,111,1.193,10.59,-276.4,26.7,2.53,1.6
192.21,192,0.21,Green Valley 2019 - Site 5544,0.86,16.64,176,170,145.8,145.8,11.68,0.08,170.5,9.99,12.54,111,1.198,10.58,-276,26.685,2.53,1.6
192.22,192,0.22,Green Valley 2019 - Site 5545,0.84,16.56,176,170.1,145.6,145.6,11.68,0.08,170.7,9.97,12.53,111,1.208,10.59,-276.5,26.641,2.53,1.6
192.23,192,0.23,Green Valley 2019 - Site 5546,0.85,16.59,175.6,169.7,145.5,145.5,11.67,0.08,170.3,10.02,12.58,111,1.201,10.59,-276.5,26.626,2.54,1.6
192.24,192,0.24,Green Valley 2019 - Site 5547,0.84,16.55,175.1,169.4,145.2,145.2,11.65,0.08,170,9.67,12.22,110,1.194,10.58,-275.9,26.593,2.53,1.6
192.25,192,0.25,Green Valley 2019 - Site 5548,0.84,16.56,174.7,169.1,145,145,11.64,0.08,169.7,9.44,11.99,110,1.194,10.57,-275.2,26.558,2.53,1.6
192.26,192,0.26,Green Valley 2019 - Site 5549,0.82,16.47,174.6,169,144.8,144.8,11.63,0.08,169.6,9.49,12.05,110,1.193,10.57,-275.2,26.562,2.53,1.6
192.27,192,0.27,Green Valley 2019 - Site 5550,0.82,16.47,174.3,168.9,144.6,144.6,11.62,0.08,169.4,9.47,12.03,110,1.198,10.57,-274.8,26.518,2.53,1.6
192.28,192,0.28,Green Valley 2019 - Site 5551,0.83,16.5,174.2,168.8,144.3,144.3,11.6,0.08,169.4,9.52,12.08,110,1.205,10.56,-274.5,26.485,2.53,1.6
192.29,192,0.29,Green Valley 2019 - Site 5552,0.83,16.49,174,168.7,144.2,144.2,11.59,0.08,169.2,9.75,12.31,110,1.21,10.56,-274.4,26.475,2.53,1.6
